total_rooms,total_bedrooms,population,households,house_value
4474,929,2177,884,98900
1383,207,531,203,151900
1903,395,919,359,96400
391,74,171,79,102800
1795,482,1114,472,101500
2105,521,781,483,87500
3731,772,1679,750,119600
4472,1079,1837,976,175900
4487,868,2195,780,194600
3111,498,1178,525,234700
3103,965,3061,861,110300
1591,589,1916,536,94600
2370,424,1129,386,176500
1564,397,643,347,150000
1801,380,684,350,134900
2628,428,1158,393,191700
2854,489,1109,452,136400
4375,689,2038,709,133800
1466,,608,254,162100
1964,315,915,335,119800
4213,751,2071,714,130800
1708,291,906,288,130600
2477,359,1234,377,162100
4303,613,2206,621,159100
6217,1019,3771,961,146000
2167,370,1290,351,148200
667,92,267,90,244700
3295,565,2279,576,146400
1933,280,965,260,142700
629,140,635,146,126700
4045,623,1862,625,143100
2903,440,1325,423,145600
1421,204,657,209,153900
1904,255,895,242,155700
2707,433,1200,380,133500
1665,311,1301,259,132300
3158,515,1596,528,131300
2356,438,1378,481,138800
3583,644,2183,643,140700
2229,543,1010,474,206100
3461,859,1518,741,78700
249,44,167,45,92800
3050,568,1743,549,105300
2474,513,1947,524,98400
2851,533,1544,499,99100
4893,1008,3036,997,110000
4038,1074,3440,942,112300
3135,707,1650,680,105300
3706,1106,3785,1019,100000
2289,449,1215,435,100000
2918,580,1338,544,116200
2097,351,977,358,108400
908,158,306,154,131900
4157,951,2734,879,92100
2547,485,1547,501,95500
3251,689,1890,668,104800
2101,514,1304,511,101600
2575,680,1367,645,90500
2668,447,1713,444,117600
1014,200,712,197,102800
1409,248,782,222,107700
2128,441,1860,459,97300
4356,881,1629,818,91100
3585,729,2769,715,94100
2021,441,1615,406,111300
826,150,684,166,107400
2006,426,1849,396,99000
2717,621,3343,643,106300
2866,654,1404,525,95000
1515,384,491,348,87500
1392,322,1784,309,124500
6403,1116,3327,957,137900
1868,392,1258,389,95900
69,16,50,20,120800
378,75,164,65,82800
342,58,138,52,155000
122,26,62,25,112500
1967,362,1035,361,106800
3080,473,1257,465,201800
2397,501,1053,557,112500
1829,262,677,243,247900
343,50,116,49,212500
2465,327,859,315,220700
1841,300,783,285,162100
1526,299,790,300,125000
446,73,182,57,135000
429,102,179,90,87500
1471,300,721,304,126800
523,80,226,72,153100
849,137,373,131,181300
440,83,270,97,157700
703,117,290,107,177100
253,50,201,51,156300
608,108,287,83,125000
2450,559,1459,478,130900
1374,248,769,229,130400
2081,472,1342,411,59000
1621,363,909,345,99700
268,78,77,49,150000
336,68,206,73,121400
1055,211,629,170,76900
411,74,193,59,146900
50,10,20,6,137500
465,93,256,93,158300
371,71,171,70,55700
968,249,664,240,83600
1010,206,678,234,104000
226,44,125,38,125000
161,27,1542,30,162500
488,108,308,115,103100
98,24,59,26,162500
1860,394,1848,293,162500
1158,226,1094,224,156300
3192,715,1768,626,123500
1507,313,868,283,96300
2051,334,878,318,185700
2049,398,1071,369,240800
3136,501,1327,467,186900
1706,292,923,284,147200
5428,994,2725,902,130100
393,58,134,57,178100
561,81,240,69,202800
633,91,236,83,230000
930,186,525,201,155000
335,53,154,55,175000
1185,207,533,213,204500
2103,422,1167,391,152800
836,132,303,133,127400
3507,696,1867,709,120700
2770,544,1409,535,101800
1500,337,674,282,110800
1008,212,453,195,113500
1004,192,470,192,116700
2864,504,1298,499,131800
4183,633,1886,628,175300
3278,623,1431,575,99500
3557,894,2659,894,86900
929,257,576,229,137500
2803,500,1223,509,128800
1892,333,804,352,143200
1081,257,437,225,114100
2402,509,1197,486,98200
3366,676,1916,697,125400
3268,640,1906,628,110700
2356,482,1043,443,108000
3168,514,1390,490,154800
2256,360,937,372,153700
1534,275,741,263,132500
1792,252,767,263,229300
5979,1190,2679,1084,171700
3163,794,2106,762,103000
2974,588,1559,568,136800
2039,384,1178,375,120100
2432,586,1441,606,133100
1551,297,785,281,163300
2614,634,1862,654,70700
2232,504,1455,471,87800
1419,411,1226,397,68800
1818,459,1182,428,73800
1305,270,789,235,91100
2058,366,933,316,150900
2770,642,1611,633,115100
1174,242,464,261,133300
3371,665,1823,654,116800
2607,685,2016,618,82900
2549,675,2053,648,83100
2593,487,1365,457,113000
4411,776,2038,732,151200
1337,236,744,225,244200
2643,467,1455,444,146700
1953,366,999,316,122500
2591,497,1371,479,113900
651,102,301,104,200000
4176,700,2164,699,174200
3326,561,1544,511,166300
762,140,358,141,105000
2400,435,1085,444,165200
2333,377,1073,332,161100
1683,288,873,258,176900
2474,480,1649,453,156500
1083,188,471,178,187500
2064,342,1021,359,152200
683,159,505,141,158900
2564,513,1198,459,113400
4030,744,2248,766,141300
2458,491,1227,481,110900
2368,430,1231,403,141900
2262,416,1156,404,157600
2916,528,1466,473,200000
1713,328,1258,324,169400
677,144,523,159,97100
409,104,244,98,90900
1107,227,573,210,102200
2376,475,1175,441,134600
1126,220,667,235,125900
3886,599,1605,529,182700
1853,331,958,340,149000
2606,411,1252,397,192100
4956,941,3006,915,139000
2430,417,1292,391,182400
2123,387,1310,368,165600
2879,542,1802,530,126100
2608,576,1719,554,94400
1038,222,521,211,91900
2404,498,1531,506,124300
699,186,460,170,94200
300,72,160,73,120800
370,84,167,70,101800
811,185,446,198,96900
1862,429,971,389,99200
1883,298,999,301,172100
3264,576,1512,567,135300
1698,344,927,313,130800
866,160,502,149,101500
311,61,171,54,101800
3667,640,2173,652,163900
1283,256,3082,239,111800
2506,406,1316,398,197600
3415,580,1912,562,161400
395,74,193,72,212500
4019,857,1959,782,175000
1326,286,509,297,112500
58,29,79,29,106300
273,49,149,49,158300
5151,867,2553,805,195000
1853,390,1013,362,173900
335,89,247,77,74100
1052,221,712,212,105000
2152,451,1320,457,101900
1922,373,1130,372,117900
3107,477,1549,443,169400
1985,424,1198,389,116800
2451,665,1155,533,130800
3883,800,2319,787,161000
2906,537,1886,557,137100
1811,352,1191,327,121500
4452,949,2740,937,141500
2085,342,1236,345,149300
1289,235,867,239,138500
1847,325,1030,309,155300
1347,241,713,225,155700
6169,959,3378,945,157900
1034,206,604,192,120000
284,53,130,47,179200
110,26,69,24,475000
1170,238,830,216,127500
696,151,443,144,86300
9205,1774,5935,1673,119400
2610,474,1290,452,222800
2706,477,1236,474,322400
807,174,585,166,163500
2364,373,1264,390,274200
1544,272,825,286,327300
2039,373,862,330,222900
2239,321,766,219,240200
1365,196,591,156,215100
8297,1433,4189,1271,170700
5501,1051,2964,1009,162100
1999,368,1061,390,121400
818,144,340,138,133500
773,147,320,134,152500
796,132,313,152,153200
1329,266,683,233,128700
1280,268,754,294,132000
1717,325,855,303,127300
1207,278,699,279,117600
876,170,426,179,119800
859,196,427,176,110400
1912,451,1065,388,125000
2125,508,1358,464,147600
7264,1285,3670,1146,194800
3846,677,2360,635,164800
1875,363,970,381,141700
918,159,417,166,151300
2229,458,1199,445,170600
1393,367,915,355,103100
966,247,589,228,108300
994,258,623,264,111500
456,116,370,106,112500
8363,1314,3907,1068,208100
1718,391,1312,388,134700
2682,393,883,271,196700
1630,404,4402,358,63000
1494,271,781,255,250000
1594,292,887,287,294000
5020,909,2105,796,248700
8997,1698,1825,756,154300
1914,425,1130,421,90600
3487,889,2352,796,144900
2564,546,1301,481,114000
3044,652,1456,608,140000
3451,713,1550,653,161700
3476,644,1476,567,195200
2690,410,1085,381,256700
12779,2441,6085,2157,168100
5782,1184,3026,1130,113500
3466,673,2356,619,158200
4267,785,2065,691,162700
4760,871,2459,734,142100
4461,764,1795,640,206900
6044,1222,2239,972,264600
5383,1070,1880,796,271200
4109,798,1298,626,320800
2059,354,636,278,278800
3493,909,1481,666,184200
1664,355,629,279,188300
2787,641,1106,501,186200
2168,444,782,374,278100
3418,686,970,453,279400
6346,1410,1769,887,283600
1033,195,588,187,226900
4323,886,1650,705,266800
2863,711,930,533,221100
3279,714,1397,646,200000
2046,588,846,410,227300
3276,670,1520,613,207800
4155,787,2112,755,192700
3522,683,1780,662,215800
3252,701,1814,660,183200
2419,538,1279,522,189600
1576,287,595,262,266300
4197,802,1656,732,183900
3100,603,1515,609,196100
2062,327,781,316,317700
3924,699,1325,638,293900
2200,393,996,365,330000
3389,704,1309,520,204500
1940,315,850,298,249600
1932,487,1380,472,253600
2272,629,1689,649,195000
1540,715,1799,635,500001
626,212,3574,261,300000
3952,592,1469,571,328800
1785,481,1344,472,222900
896,240,548,231,165900
2034,341,768,316,258900
2365,538,1446,490,225900
3298,716,1862,687,221500
1630,253,704,263,251300
2163,652,1153,599,233300
2773,844,1358,794,209600
2054,502,1170,494,206300
2254,642,1237,590,227100
2217,544,1107,527,192600
1664,455,1077,461,174200
2719,589,1386,570,208200
5540,1319,2383,1165,226200
4202,986,2309,956,231700
3504,521,1490,506,337000
1354,293,753,290,225000
4225,886,1795,704,247000
2236,411,1036,437,219300
1248,231,722,225,221800
3768,682,1884,664,239900
2568,421,1149,398,331600
1704,315,918,310,208000
4210,899,1933,867,262500
118,17,6532,13,350000
4413,804,2003,725,253300
4208,897,1634,806,233700
164,30,542,32,42500
3414,802,1236,632,336200
5138,713,1838,645,380000
5805,1097,1919,932,357800
3100,617,1155,542,245900
2666,751,940,507,236100
2680,704,975,619,55000
7922,1442,2863,1197,275000
6638,1054,2710,966,295500
5818,924,2324,845,267600
1656,333,866,317,195200
2920,556,1068,552,156800
3642,726,1729,673,205400
3342,644,1342,593,217700
1671,354,935,340,163800
3055,677,1407,610,179700
2495,524,1292,501,153000
3098,571,1449,611,197800
1486,345,823,322,165400
3431,721,1777,701,190400
3430,793,1840,720,162000
3733,831,1839,739,158500
2949,662,1425,548,178100
3971,803,1792,723,209900
2241,544,1521,509,155800
1240,294,768,288,160000
1583,392,704,269,268300
2919,691,1896,577,142100
2799,637,2015,592,143600
3290,686,1497,655,178200
523,119,374,95,106300
2364,421,1257,380,273100
6788,1216,2866,1036,280200
1317,234,655,243,329700
2819,479,1068,365,270800
947,163,477,137,315000
5209,917,2284,809,346100
2314,468,1549,463,152600
1315,279,926,249,144800
10463,1756,4660,1715,277300
2721,477,1672,492,204800
2758,571,1291,522,181400
1701,298,941,293,209100
3369,673,1834,646,173800
2752,546,1422,545,175000
1861,364,1040,363,163900
4422,945,2307,885,171300
2310,471,1341,441,166900
5876,1406,2877,1304,146400
2666,450,1203,429,222400
2608,525,1351,502,205800
2339,443,1097,416,176100
2474,449,1269,431,184800
3748,609,1860,612,225600
3979,761,1834,671,172100
9613,1666,4487,1653,250600
3098,453,1433,434,292900
4161,731,1609,615,267500
1649,342,671,264,69800
3043,608,1457,545,158600
6725,1111,3139,1029,261600
416,121,936,97,117200
3595,815,1649,755,253400
2267,486,1045,459,272200
592,122,340,143,315200
1817,400,1376,382,214200
2080,489,1781,478,215300
4299,857,2249,788,290400
1733,354,959,348,281700
3523,664,1705,608,258100
2193,499,1814,489,230100
1441,283,1159,286,233700
2244,442,1948,423,251500
6457,1336,4375,1231,267000
1028,275,904,261,238600
1983,385,1577,414,266700
3029,738,2436,700,243200
3290,693,2466,666,238600
364,102,339,98,214300
1799,394,1436,389,239900
876,216,713,203,235900
2034,423,1491,373,236500
1046,251,822,239,224400
2076,482,1738,445,232100
4167,1398,2923,1314,307000
4492,,3477,1537,297900
3615,632,1571,615,314200
1048,150,455,152,417600
3988,732,1793,708,292500
5275,903,2892,842,266400
2405,461,1583,471,238000
3795,675,2494,696,260300
1946,340,828,313,287700
1344,258,782,265,275600
2347,512,1259,481,264300
2644,456,1465,430,277000
2576,443,1273,433,272800
737,126,370,136,281300
2447,720,2104,657,239100
837,213,606,199,258800
2993,512,1594,546,252400
2661,455,1384,456,257500
4302,1125,3320,1100,277700
2812,769,1983,681,229400
1720,421,1452,425,256100
1954,357,1130,367,304500
4077,777,2544,738,306700
3506,653,2296,645,268700
2897,728,2340,720,303700
2609,433,1746,464,294500
3718,676,2510,632,270800
3395,1059,2258,945,319700
2359,501,884,504,87500
491,98,274,97,238600
5689,992,3752,1002,304300
4172,806,3226,790,297900
3372,1101,2049,1021,146500
6082,1284,3861,1198,284700
2751,502,2027,491,322900
1664,326,963,322,246400
2738,509,1545,493,263300
2535,451,1390,436,260900
5456,926,2761,916,280700
5277,1008,2695,997,276200
3541,786,2259,770,278400
5108,1510,3288,1405,252600
1447,276,799,275,265600
1814,365,1025,384,268400
2274,429,1255,397,226300
2155,446,1255,428,250700
2189,414,1063,409,302600
3520,672,1746,602,273500
725,121,335,140,327600
1385,356,1096,353,246700
1075,318,906,294,242500
1294,308,1177,301,218800
694,188,658,225,237500
431,195,682,212,233300
3436,868,2583,817,232400
3253,932,2246,855,244000
1769,387,1102,377,281500
4402,894,2941,887,239800
8400,1812,4101,1717,301000
4091,757,1861,771,272700
6326,1025,3444,984,353300
2806,375,1617,396,353700
8676,1633,5130,1574,262000
3523,669,2150,666,251200
8103,1655,5023,1605,236200
7778,1493,4674,1451,272400
4582,1124,2325,1040,275000
3348,666,1817,668,227400
3109,621,1472,618,263900
696,145,398,162,254100
1256,328,785,297,234600
2589,658,1386,608,228200
120,21,50,27,281000
4551,837,2208,834,279300
1481,277,747,254,262100
2683,475,1498,484,262500
1521,253,736,241,237500
2197,369,971,326,241700
1331,245,598,225,345500
64,21,59,21,450000
3507,669,1697,660,270600
5889,959,2784,923,273000
4648,806,2282,814,249000
12902,2118,6160,2082,325800
6728,1382,3783,1310,280400
3507,512,1712,509,344600
4946,848,2683,824,302100
5113,959,3004,964,281300
4135,687,2154,742,342300
10252,2595,4790,2428,344500
1464,302,636,259,284100
2975,643,1479,577,273600
1866,300,822,305,341300
1355,214,682,246,324700
1545,264,756,282,308100
1040,432,669,405,137500
1811,337,796,333,292900
2367,409,1141,400,319000
1017,165,407,159,306800
1538,256,671,247,317900
3119,758,1807,696,242700
3586,921,2249,911,253000
4220,1055,2720,1046,242500
98,20,68,19,212500
2748,997,1447,901,144200
66,11,30,12,275000
1252,275,878,287,228500
865,226,602,217,229100
1619,362,1064,335,224200
1204,268,921,247,215400
2084,549,1077,545,318400
2577,590,1867,566,265100
1770,499,1225,459,273100
1602,262,705,255,336400
1934,303,847,300,347400
4424,834,1915,817,412000
3562,565,1542,563,405100
2754,402,1128,395,466900
3931,622,1717,621,450000
2401,383,894,356,422400
5351,1134,2558,1074,369300
1380,203,530,210,420300
2304,384,986,379,387100
707,,381,156,340900
4497,,1846,715,500001
2754,477,1163,479,500001
3052,844,1581,788,457700
2089,348,837,317,459200
6026,852,2314,892,500001
3281,,1145,480,500001
2064,299,813,303,500001
520,83,185,76,450000
15,3,11,3,350000
4645,1196,2156,1113,353800
1657,266,613,270,378100
2272,403,963,376,500000
2188,361,917,357,500000
1704,226,671,243,500001
2039,299,772,303,500001
3084,595,1324,571,374200
3325,734,1468,692,434000
2506,432,967,428,500001
1900,290,665,276,500001
1395,269,736,288,386400
2362,468,992,425,359900
2784,743,1622,698,372200
2495,458,1081,471,410800
2638,854,1352,718,350600
5039,1564,2129,1536,345000
854,246,396,231,375000
2647,616,1254,555,433800
2059,345,800,308,500001
2697,313,810,279,500001
1774,205,588,207,500001
4684,540,1512,511,500001
7189,874,2440,846,500001
3562,391,1139,391,500001
4470,518,1507,504,500001
6184,747,2165,700,500001
1659,191,519,201,500001
2635,408,967,374,500001
2547,373,876,359,500001
2170,269,784,274,500001
3751,949,1691,846,300000
2543,621,1301,606,318400
3085,876,1453,896,290000
5144,1481,2518,1447,287900
2784,736,1534,685,285400
3225,726,1958,656,273000
1990,442,1141,424,258300
1165,236,845,251,267300
1772,422,1573,401,233100
2574,614,2377,588,237900
3384,819,2626,793,234800
499,148,318,145,256300
3157,676,1603,629,292600
537,173,355,194,250000
2126,643,1112,597,283300
1150,287,377,243,237500
6394,1619,2400,1496,500001
2016,299,691,288,500001
2339,704,1283,654,415000
1975,245,644,251,500001
2501,433,1050,410,500001
2565,332,870,309,500001
2465,328,843,324,500001
2351,494,1126,482,356900
900,183,371,166,296400
1437,266,607,263,369700
2151,411,849,370,397100
2199,312,827,319,500001
3661,692,1608,656,407200
3339,481,1354,458,464600
4493,760,1784,725,413000
2169,305,905,319,453100
3559,560,1747,550,411200
1729,383,769,352,458500
6645,1034,2557,1032,480800
1338,215,535,221,376600
1833,308,751,306,384200
984,171,429,157,376800
1817,262,659,262,457200
1160,191,508,185,379100
4292,1097,1758,987,340500
1748,366,984,371,337800
839,190,419,215,368200
1222,220,492,205,396900
2444,397,952,402,388200
1608,269,676,267,361700
2795,464,1183,443,387100
3931,933,1877,851,354100
1340,281,660,284,393800
1946,407,975,417,385400
1159,261,465,247,352800
3675,735,1930,715,342800
507,140,305,139,272900
1685,321,815,314,309700
1727,340,952,337,316000
1792,301,829,318,330100
1351,330,701,297,292900
1437,305,979,331,273700
2197,477,1193,394,271100
1973,352,1169,370,270900
1962,367,1267,382,271800
2406,436,1189,403,276100
1693,281,846,291,339400
